order_id,fc_node,sku_id,units_demanded,delivery_sla_hrs,fulfillment_status,actual_dispatch_hrs,order_date,seasonality_multiplier,is_promotional_period
41,FC_MAD1,SKU_0207,29,48,fulfilled,38.2,2024-09-01,1.0,False
42,FC_MAD1,SKU_0249,11,48,fulfilled,13.0,2024-09-01,1.0,False
43,FC_MAD1,SKU_0176,13,48,fulfilled,40.6,2024-09-01,1.0,False
44,FC_MAD1,SKU_0045,40,24,fulfilled,15.7,2024-09-01,1.0,False
45,FC_MAD1,SKU_0022,9,72,fulfilled,29.3,2024-09-01,1.0,False
46,FC_MAD1,SKU_0041,67,24,fulfilled,9.1,2024-09-01,1.0,False
47,FC_MAD1,SKU_0133,8,48,fulfilled,29.5,2024-09-01,1.0,False
48,FC_MAD1,SKU_0106,28,48,fulfilled,9.5,2024-09-01,1.0,False
49,FC_MAD1,SKU_0143,11,72,fulfilled,27.5,2024-09-01,1.0,False
50,FC_MAD1,SKU_0029,21,24,fulfilled,3.1,2024-09-01,1.0,False
51,FC_MAD1,SKU_0184,97,24,fulfilled,19.0,2024-09-01,1.0,False
52,FC_MAD1,SKU_0051,25,48,fulfilled,18.4,2024-09-01,1.0,False
53,FC_MAD1,SKU_0182,38,48,fulfilled,16.0,2024-09-01,1.0,False
54,FC_MAD1,SKU_0133,7,48,fulfilled,30.0,2024-09-01,1.0,False
55,FC_MAD1,SKU_0057,13,48,fulfilled,2.4,2024-09-01,1.0,False
56,FC_MAD1,SKU_0250,9,72,fulfilled,2.3,2024-09-01,1.0,False
57,FC_MAD1,SKU_0079,9,72,fulfilled,45.5,2024-09-01,1.0,False
58,FC_MAD1,SKU_0072,35,48,fulfilled,14.3,2024-09-01,1.0,False
59,FC_MAD1,SKU_0236,27,48,fulfilled,12.0,2024-09-01,1.0,False
60,FC_MAD1,SKU_0175,15,24,fulfilled,3.4,2024-09-01,1.0,False
61,FC_MAD1,SKU_0218,38,48,fulfilled,5.2,2024-09-01,1.0,False
62,FC_MAD2,SKU_0079,3,72,fulfilled,56.7,2024-09-01,1.0,False
63,FC_MAD2,SKU_0098,6,48,fulfilled,10.6,2024-09-01,1.0,False
64,FC_MAD2,SKU_0199,14,48,fulfilled,32.0,2024-09-01,1.0,False
65,FC_MAD2,SKU_0169,25,48,fulfilled,6.6,2024-09-01,1.0,False
66,FC_MAD2,SKU_0064,3,72,fulfilled,27.6,2024-09-01,1.0,False
67,FC_MAD2,SKU_0166,22,24,fulfilled,3.3,2024-09-01,1.0,False
68,FC_MAD2,SKU_0102,1,72,fulfilled,19.5,2024-09-01,1.0,False
69,FC_MAD2,SKU_0047,17,48,fulfilled,18.9,2024-09-01,1.0,False
70,FC_MAD2,SKU_0248,43,48,fulfilled,2.9,2024-09-01,1.0,False
71,FC_MAD2,SKU_0094,16,48,fulfilled,25.5,2024-09-01,1.0,False
72,FC_MAD2,SKU_0025,40,24,fulfilled,17.2,2024-09-01,1.0,False
73,FC_MAD2,SKU_0145,10,48,fulfilled,26.4,2024-09-01,1.0,False
74,FC_MAD2,SKU_0148,2,72,fulfilled,46.5,2024-09-01,1.0,False
75,FC_MAD2,SKU_0156,6,48,fulfilled,29.6,2024-09-01,1.0,False
76,FC_MAD2,SKU_0089,69,24,fulfilled,11.6,2024-09-01,1.0,False
77,FC_MAD2,SKU_0244,13,48,fulfilled,1.2,2024-09-01,1.0,False
78,FC_MAD2,SKU_0195,16,48,fulfilled,17.2,2024-09-01,1.0,False
79,FC_PAR1,SKU_0133,14,48,fulfilled,27.1,2024-09-01,1.0,False
80,FC_PAR1,SKU_0125,27,48,fulfilled,21.8,2024-09-01,1.0,False
81,FC_PAR1,SKU_0246,104,24,fulfilled,14.6,2024-09-01,1.0,False
82,FC_PAR1,SKU_0060,53,24,fulfilled,5.3,2024-09-01,1.0,False
83,FC_PAR1,SKU_0031,34,48,fulfilled,2.6,2024-09-01,1.0,False
84,FC_PAR1,SKU_0185,54,24,fulfilled,16.2,2024-09-01,1.0,False
85,FC_PAR1,SKU_0053,126,24,fulfilled,12.0,2024-09-01,1.0,False
86,FC_PAR1,SKU_0156,1,48,fulfilled,33.9,2024-09-01,1.0,False
87,FC_PAR1,SKU_0151,22,48,fulfilled,0.6,2024-09-01,1.0,False
88,FC_PAR1,SKU_0158,7,72,fulfilled,17.7,2024-09-01,1.0,False
89,FC_PAR1,SKU_0002,37,48,fulfilled,18.2,2024-09-01,1.0,False
90,FC_PAR1,SKU_0216,12,48,fulfilled,16.3,2024-09-01,1.0,False
91,FC_PAR1,SKU_0012,13,48,fulfilled,40.3,2024-09-01,1.0,False
92,FC_PAR1,SKU_0072,36,48,fulfilled,4.8,2024-09-01,1.0,False
93,FC_PAR1,SKU_0079,8,72,fulfilled,46.8,2024-09-01,1.0,False
94,FC_PAR2,SKU_0081,4,72,fulfilled,21.8,2024-09-01,1.0,False
95,FC_PAR2,SKU_0038,61,24,fulfilled,1.7,2024-09-01,1.0,False
96,FC_PAR2,SKU_0218,33,48,fulfilled,21.2,2024-09-01,1.0,False
97,FC_PAR2,SKU_0012,38,48,fulfilled,2.6,2024-09-01,1.0,False
98,FC_PAR2,SKU_0102,1,72,fulfilled,45.3,2024-09-01,1.0,False
99,FC_PAR2,SKU_0197,78,24,fulfilled,0.6,2024-09-01,1.0,False
100,FC_PAR2,SKU_0068,18,48,fulfilled,18.0,2024-09-01,1.0,False
101,FC_PAR2,SKU_0016,45,48,fulfilled,6.4,2024-09-01,1.0,False
102,FC_PAR2,SKU_0028,11,24,fulfilled,2.8,2024-09-01,1.0,False
103,FC_PAR2,SKU_0155,20,48,fulfilled,14.6,2024-09-01,1.0,False
104,FC_PAR2,SKU_0006,126,24,fulfilled,12.9,2024-09-01,1.0,False
105,FC_PAR2,SKU_0158,5,72,fulfilled,16.1,2024-09-01,1.0,False
106,FC_PAR2,SKU_0101,10,72,stockout,,2024-09-01,1.0,False
107,FC_PAR2,SKU_0110,10,48,fulfilled,31.7,2024-09-01,1.0,False
108,FC_BER1,SKU_0175,33,24,fulfilled,9.6,2024-09-01,1.0,False
109,FC_BER1,SKU_0084,7,48,fulfilled,5.8,2024-09-01,1.0,False
110,FC_BER1,SKU_0164,3,72,fulfilled,38.7,2024-09-01,1.0,False
111,FC_BER1,SKU_0138,6,48,fulfilled,35.4,2024-09-01,1.0,False
112,FC_BER1,SKU_0212,81,24,fulfilled,18.2,2024-09-01,1.0,False
113,FC_BER1,SKU_0140,2,72,stockout,,2024-09-01,1.0,False
114,FC_BER1,SKU_0161,41,24,fulfilled,0.5,2024-09-01,1.0,False
115,FC_BER1,SKU_0011,25,48,fulfilled,17.7,2024-09-01,1.0,False
116,FC_BER1,SKU_0145,16,48,fulfilled,31.6,2024-09-01,1.0,False
117,FC_BER1,SKU_0195,21,48,fulfilled,17.9,2024-09-01,1.0,False
118,FC_BER1,SKU_0017,13,72,stockout,,2024-09-01,1.0,False
119,FC_BER1,SKU_0056,4,48,fulfilled,35.8,2024-09-01,1.0,False
120,FC_BER1,SKU_0139,4,48,fulfilled,39.4,2024-09-01,1.0,False
121,FC_BER1,SKU_0002,37,48,fulfilled,27.5,2024-09-01,1.0,False
122,FC_MUN1,SKU_0177,10,72,fulfilled,20.4,2024-09-01,1.0,False
123,FC_MUN1,SKU_0018,52,48,fulfilled,21.5,2024-09-01,1.0,False
124,FC_MUN1,SKU_0056,13,48,fulfilled,39.8,2024-09-01,1.0,False
125,FC_MUN1,SKU_0048,67,24,fulfilled,14.4,2024-09-01,1.0,False
126,FC_MUN1,SKU_0153,73,24,fulfilled,5.7,2024-09-01,1.0,False
127,FC_MUN1,SKU_0186,27,48,fulfilled,2.6,2024-09-01,1.0,False
128,FC_MUN1,SKU_0195,18,48,stockout,,2024-09-01,1.0,False
129,FC_MUN1,SKU_0190,5,48,fulfilled,32.5,2024-09-01,1.0,False
130,FC_MUN1,SKU_0187,19,48,fulfilled,29.8,2024-09-01,1.0,False
131,FC_MUN1,SKU_0061,46,24,fulfilled,14.7,2024-09-01,1.0,False
132,FC_MUN1,SKU_0212,40,24,fulfilled,2.0,2024-09-01,1.0,False
133,FC_MUN1,SKU_0241,10,72,fulfilled,36.0,2024-09-01,1.0,False
134,FC_MUN1,SKU_0183,9,72,fulfilled,26.9,2024-09-01,1.0,False
135,FC_MUN1,SKU_0138,18,48,fulfilled,2.1,2024-09-01,1.0,False
136,FC_MUN1,SKU_0118,10,48,fulfilled,30.0,2024-09-01,1.0,False
137,FC_MUN1,SKU_0164,7,72,fulfilled,17.9,2024-09-01,1.0,False
138,FC_MUN1,SKU_0219,6,72,fulfilled,46.4,2024-09-01,1.0,False
139,FC_MUN1,SKU_0204,8,72,fulfilled,34.4,2024-09-01,1.0,False
140,FC_MUN1,SKU_0226,51,24,fulfilled,12.6,2024-09-01,1.0,False
141,FC_BCN1,SKU_0044,1,48,stockout,,2024-09-02,1.0,False
142,FC_BCN1,SKU_0170,64,24,fulfilled,2.7,2024-09-02,1.0,False
143,FC_BCN1,SKU_0195,22,48,fulfilled,15.0,2024-09-02,1.0,False
144,FC_BCN1,SKU_0153,54,24,fulfilled,3.7,2024-09-02,1.0,False
145,FC_BCN1,SKU_0004,1,48,fulfilled,23.0,2024-09-02,1.0,False
146,FC_BCN1,SKU_0201,19,48,fulfilled,36.7,2024-09-02,1.0,False
147,FC_BCN1,SKU_0013,11,48,fulfilled,8.6,2024-09-02,1.0,False
148,FC_BCN1,SKU_0073,20,48,fulfilled,22.5,2024-09-02,1.0,False
149,FC_BCN1,SKU_0137,25,48,fulfilled,22.4,2024-09-02,1.0,False
150,FC_BCN1,SKU_0073,1,48,fulfilled,7.3,2024-09-02,1.0,False
151,FC_BCN1,SKU_0207,29,48,fulfilled,35.4,2024-09-02,1.0,False
152,FC_BCN1,SKU_0051,5,48,fulfilled,1.8,2024-09-02,1.0,False
153,FC_BCN1,SKU_0060,78,24,fulfilled,1.3,2024-09-02,1.0,False
154,FC_BCN1,SKU_0201,17,48,fulfilled,31.8,2024-09-02,1.0,False
155,FC_BCN1,SKU_0001,21,24,fulfilled,14.1,2024-09-02,1.0,False
156,FC_BCN1,SKU_0140,1,72,fulfilled,2.4,2024-09-02,1.0,False
157,FC_BCN1,SKU_0229,25,24,fulfilled,7.5,2024-09-02,1.0,False
158,FC_BCN1,SKU_0236,2,48,fulfilled,40.7,2024-09-02,1.0,False
159,FC_BCN2,SKU_0209,11,48,fulfilled,23.2,2024-09-02,1.0,False
160,FC_BCN2,SKU_0197,37,24,stockout,,2024-09-02,1.0,False
161,FC_BCN2,SKU_0206,1,72,fulfilled,52.7,2024-09-02,1.0,False
162,FC_BCN2,SKU_0021,15,48,fulfilled,18.3,2024-09-02,1.0,False
163,FC_BCN2,SKU_0081,4,72,fulfilled,1.2,2024-09-02,1.0,False
164,FC_BCN2,SKU_0103,5,48,fulfilled,3.6,2024-09-02,1.0,False
165,FC_BCN2,SKU_0116,50,24,fulfilled,16.5,2024-09-02,1.0,False
166,FC_BCN2,SKU_0166,100,24,fulfilled,11.7,2024-09-02,1.0,False
167,FC_BCN2,SKU_0210,15,48,fulfilled,20.0,2024-09-02,1.0,False
168,FC_BCN2,SKU_0119,5,24,fulfilled,12.8,2024-09-02,1.0,False
169,FC_BCN2,SKU_0230,4,48,fulfilled,32.5,2024-09-02,1.0,False
170,FC_BCN2,SKU_0222,9,48,fulfilled,34.6,2024-09-02,1.0,False
171,FC_MAD1,SKU_0036,15,24,fulfilled,2.7,2024-09-02,1.0,False
172,FC_MAD1,SKU_0244,24,48,fulfilled,3.3,2024-09-02,1.0,False
173,FC_MAD1,SKU_0156,2,48,fulfilled,1.7,2024-09-02,1.0,False
174,FC_MAD1,SKU_0139,20,48,fulfilled,13.3,2024-09-02,1.0,False
175,FC_MAD1,SKU_0012,22,48,fulfilled,10.3,2024-09-02,1.0,False
176,FC_MAD1,SKU_0156,21,48,fulfilled,14.7,2024-09-02,1.0,False
177,FC_MAD1,SKU_0081,6,72,fulfilled,35.6,2024-09-02,1.0,False
178,FC_MAD1,SKU_0081,8,72,fulfilled,39.0,2024-09-02,1.0,False
179,FC_MAD1,SKU_0102,2,72,fulfilled,54.8,2024-09-02,1.0,False
180,FC_MAD1,SKU_0049,24,48,stockout,,2024-09-02,1.0,False
181,FC_MAD1,SKU_0013,20,48,fulfilled,13.4,2024-09-02,1.0,False
182,FC_MAD1,SKU_0202,82,24,fulfilled,4.6,2024-09-02,1.0,False
183,FC_MAD1,SKU_0147,76,24,fulfilled,6.8,2024-09-02,1.0,False
184,FC_MAD1,SKU_0039,4,48,fulfilled,9.0,2024-09-02,1.0,False
185,FC_MAD1,SKU_0040,18,24,stockout,,2024-09-02,1.0,False
186,FC_MAD2,SKU_0204,2,72,fulfilled,4.5,2024-09-02,1.0,False
187,FC_MAD2,SKU_0013,26,48,fulfilled,25.0,2024-09-02,1.0,False
188,FC_MAD2,SKU_0047,9,48,fulfilled,19.6,2024-09-02,1.0,False
189,FC_MAD2,SKU_0056,8,48,fulfilled,13.8,2024-09-02,1.0,False
190,FC_MAD2,SKU_0125,4,48,fulfilled,24.0,2024-09-02,1.0,False
191,FC_MAD2,SKU_0092,14,48,fulfilled,27.2,2024-09-02,1.0,False
192,FC_MAD2,SKU_0187,7,48,fulfilled,18.0,2024-09-02,1.0,False
193,FC_MAD2,SKU_0078,3,72,fulfilled,40.3,2024-09-02,1.0,False
194,FC_MAD2,SKU_0129,12,48,fulfilled,27.1,2024-09-02,1.0,False
195,FC_MAD2,SKU_0222,34,48,fulfilled,18.2,2024-09-02,1.0,False
196,FC_MAD2,SKU_0157,1,72,fulfilled,2.9,2024-09-02,1.0,False
197,FC_MAD2,SKU_0224,6,24,fulfilled,18.4,2024-09-02,1.0,False
198,FC_MAD2,SKU_0119,58,24,fulfilled,7.8,2024-09-02,1.0,False
199,FC_MAD2,SKU_0205,28,24,fulfilled,16.0,2024-09-02,1.0,False
200,FC_MAD2,SKU_0232,9,72,fulfilled,32.5,2024-09-02,1.0,False
201,FC_MAD2,SKU_0230,22,48,fulfilled,25.6,2024-09-02,1.0,False
202,FC_MAD2,SKU_0160,7,72,fulfilled,58.5,2024-09-02,1.0,False
203,FC_MAD2,SKU_0230,21,48,fulfilled,20.7,2024-09-02,1.0,False
204,FC_MAD2,SKU_0128,2,72,stockout,,2024-09-02,1.0,False
205,FC_MAD2,SKU_0050,76,24,stockout,,2024-09-02,1.0,False
206,FC_PAR1,SKU_0078,3,72,fulfilled,38.3,2024-09-02,1.0,False
207,FC_PAR1,SKU_0195,4,48,fulfilled,24.2,2024-09-02,1.0,False
208,FC_PAR1,SKU_0184,78,24,fulfilled,18.0,2024-09-02,1.0,False
209,FC_PAR1,SKU_0019,9,48,fulfilled,10.3,2024-09-02,1.0,False
210,FC_PAR1,SKU_0085,5,72,fulfilled,13.8,2024-09-02,1.0,False
211,FC_PAR1,SKU_0060,13,24,fulfilled,1.2,2024-09-02,1.0,False
212,FC_PAR1,SKU_0206,6,72,fulfilled,41.8,2024-09-02,1.0,False
213,FC_PAR1,SKU_0052,19,24,fulfilled,8.7,2024-09-02,1.0,False
214,FC_PAR1,SKU_0221,3,72,fulfilled,26.4,2024-09-02,1.0,False
215,FC_PAR1,SKU_0137,16,48,fulfilled,29.0,2024-09-02,1.0,False
216,FC_PAR1,SKU_0221,1,72,fulfilled,41.3,2024-09-02,1.0,False
217,FC_PAR1,SKU_0135,11,72,fulfilled,24.7,2024-09-02,1.0,False
218,FC_PAR1,SKU_0173,5,72,fulfilled,23.1,2024-09-02,1.0,False
219,FC_PAR2,SKU_0215,16,48,fulfilled,8.1,2024-09-02,1.0,False
220,FC_PAR2,SKU_0211,3,48,fulfilled,35.8,2024-09-02,1.0,False
221,FC_PAR2,SKU_0002,33,48,fulfilled,28.6,2024-09-02,1.0,False
222,FC_PAR2,SKU_0021,21,48,fulfilled,26.5,2024-09-02,1.0,False
223,FC_PAR2,SKU_0202,17,24,fulfilled,7.1,2024-09-02,1.0,False
224,FC_PAR2,SKU_0163,14,48,fulfilled,29.2,2024-09-02,1.0,False
225,FC_PAR2,SKU_0126,36,24,fulfilled,8.0,2024-09-02,1.0,False
226,FC_PAR2,SKU_0116,50,24,fulfilled,19.8,2024-09-02,1.0,False
227,FC_PAR2,SKU_0154,90,24,fulfilled,3.4,2024-09-02,1.0,False
228,FC_PAR2,SKU_0138,19,48,fulfilled,25.3,2024-09-02,1.0,False
229,FC_PAR2,SKU_0094,18,48,fulfilled,37.9,2024-09-02,1.0,False
230,FC_PAR2,SKU_0084,9,48,fulfilled,28.6,2024-09-02,1.0,False
231,FC_PAR2,SKU_0245,21,48,fulfilled,11.2,2024-09-02,1.0,False
232,FC_PAR2,SKU_0237,7,72,fulfilled,16.4,2024-09-02,1.0,False
233,FC_PAR2,SKU_0111,43,24,fulfilled,4.0,2024-09-02,1.0,False
234,FC_PAR2,SKU_0015,16,48,fulfilled,31.0,2024-09-02,1.0,False
235,FC_PAR2,SKU_0066,6,48,fulfilled,9.5,2024-09-02,1.0,False
236,FC_PAR2,SKU_0116,9,24,fulfilled,4.8,2024-09-02,1.0,False
237,FC_PAR2,SKU_0175,18,24,fulfilled,14.8,2024-09-02,1.0,False
238,FC_PAR2,SKU_0111,14,24,fulfilled,14.4,2024-09-02,1.0,False
239,FC_BER1,SKU_0233,8,72,fulfilled,10.1,2024-09-02,1.0,False
240,FC_BER1,SKU_0031,9,48,fulfilled,28.6,2024-09-02,1.0,False
241,FC_BER1,SKU_0056,18,48,stockout,,2024-09-02,1.0,False
242,FC_BER1,SKU_0075,24,48,fulfilled,35.2,2024-09-02,1.0,False
243,FC_BER1,SKU_0024,35,24,fulfilled,8.5,2024-09-02,1.0,False
244,FC_BER1,SKU_0164,5,72,fulfilled,6.9,2024-09-02,1.0,False
245,FC_BER1,SKU_0119,32,24,fulfilled,6.8,2024-09-02,1.0,False
246,FC_BER1,SKU_0152,11,48,fulfilled,10.7,2024-09-02,1.0,False
247,FC_BER1,SKU_0221,4,72,fulfilled,4.5,2024-09-02,1.0,False
248,FC_BER1,SKU_0177,10,72,fulfilled,36.9,2024-09-02,1.0,False
249,FC_BER1,SKU_0116,29,24,fulfilled,5.0,2024-09-02,1.0,False
250,FC_BER1,SKU_0218,9,48,fulfilled,4.9,2024-09-02,1.0,False
251,FC_MUN1,SKU_0243,14,48,fulfilled,36.6,2024-09-02,1.0,False
252,FC_MUN1,SKU_0140,7,72,stockout,,2024-09-02,1.0,False
253,FC_MUN1,SKU_0035,22,24,fulfilled,10.4,2024-09-02,1.0,False
254,FC_MUN1,SKU_0062,32,48,fulfilled,3.7,2024-09-02,1.0,False
255,FC_MUN1,SKU_0174,5,72,fulfilled,57.9,2024-09-02,1.0,False
256,FC_MUN1,SKU_0236,26,48,fulfilled,27.0,2024-09-02,1.0,False
257,FC_MUN1,SKU_0127,3,72,fulfilled,60.7,2024-09-02,1.0,False
258,FC_MUN1,SKU_0014,8,48,fulfilled,27.9,2024-09-02,1.0,False
259,FC_MUN1,SKU_0192,21,48,fulfilled,11.2,2024-09-02,1.0,False
260,FC_MUN1,SKU_0035,50,24,fulfilled,15.4,2024-09-02,1.0,False
261,FC_MUN1,SKU_0131,8,48,fulfilled,40.4,2024-09-02,1.0,False
262,FC_MUN1,SKU_0192,8,48,fulfilled,7.7,2024-09-02,1.0,False
263,FC_MUN1,SKU_0229,73,24,fulfilled,2.7,2024-09-02,1.0,False
264,FC_BCN1,SKU_0045,33,24,fulfilled,11.2,2024-09-03,1.0,False
265,FC_BCN1,SKU_0055,1,72,fulfilled,58.3,2024-09-03,1.0,False
266,FC_BCN1,SKU_0142,12,48,fulfilled,9.1,2024-09-03,1.0,False
267,FC_BCN1,SKU_0084,20,48,fulfilled,20.3,2024-09-03,1.0,False
268,FC_BCN1,SKU_0125,1,48,fulfilled,20.8,2024-09-03,1.0,False
269,FC_BCN1,SKU_0215,7,48,fulfilled,7.6,2024-09-03,1.0,False
270,FC_BCN1,SKU_0078,6,72,fulfilled,32.1,2024-09-03,1.0,False
271,FC_BCN1,SKU_0122,26,48,fulfilled,32.6,2024-09-03,1.0,False
272,FC_BCN1,SKU_0101,2,72,fulfilled,25.0,2024-09-03,1.0,False
273,FC_BCN1,SKU_0130,4,48,stockout,,2024-09-03,1.0,False
274,FC_BCN1,SKU_0141,23,48,fulfilled,5.1,2024-09-03,1.0,False
275,FC_BCN1,SKU_0162,17,48,fulfilled,29.9,2024-09-03,1.0,False
276,FC_BCN1,SKU_0241,5,72,fulfilled,55.3,2024-09-03,1.0,False
277,FC_BCN1,SKU_0048,6,24,fulfilled,13.9,2024-09-03,1.0,False
278,FC_BCN1,SKU_0202,35,24,fulfilled,12.7,2024-09-03,1.0,False
279,FC_BCN1,SKU_0171,83,24,fulfilled,0.7,2024-09-03,1.0,False
280,FC_BCN1,SKU_0222,6,48,fulfilled,21.3,2024-09-03,1.0,False
281,FC_BCN1,SKU_0065,16,48,fulfilled,39.6,2024-09-03,1.0,False
282,FC_BCN1,SKU_0168,7,48,fulfilled,39.6,2024-09-03,1.0,False
283,FC_BCN1,SKU_0101,1,72,fulfilled,6.7,2024-09-03,1.0,False
284,FC_BCN1,SKU_0203,29,48,fulfilled,26.5,2024-09-03,1.0,False
285,FC_BCN2,SKU_0219,2,72,fulfilled,58.8,2024-09-03,1.0,False
286,FC_BCN2,SKU_0067,15,48,fulfilled,8.6,2024-09-03,1.0,False
287,FC_BCN2,SKU_0203,15,48,fulfilled,32.0,2024-09-03,1.0,False
288,FC_BCN2,SKU_0093,5,72,fulfilled,1.8,2024-09-03,1.0,False
289,FC_BCN2,SKU_0189,23,48,fulfilled,25.3,2024-09-03,1.0,False
290,FC_BCN2,SKU_0116,25,24,fulfilled,19.9,2024-09-03,1.0,False
291,FC_BCN2,SKU_0191,18,24,fulfilled,14.1,2024-09-03,1.0,False
292,FC_BCN2,SKU_0204,3,72,fulfilled,33.4,2024-09-03,1.0,False
293,FC_BCN2,SKU_0245,6,48,fulfilled,21.7,2024-09-03,1.0,False
294,FC_BCN2,SKU_0116,59,24,fulfilled,2.8,2024-09-03,1.0,False
295,FC_BCN2,SKU_0075,23,48,fulfilled,5.0,2024-09-03,1.0,False
296,FC_BCN2,SKU_0133,19,48,fulfilled,24.9,2024-09-03,1.0,False
297,FC_BCN2,SKU_0065,16,48,fulfilled,37.4,2024-09-03,1.0,False
298,FC_MAD1,SKU_0029,59,24,fulfilled,5.4,2024-09-03,1.0,False
299,FC_MAD1,SKU_0028,55,24,fulfilled,8.9,2024-09-03,1.0,False
300,FC_MAD1,SKU_0152,3,48,fulfilled,25.6,2024-09-03,1.0,False
301,FC_MAD1,SKU_0014,37,48,fulfilled,28.1,2024-09-03,1.0,False
302,FC_MAD1,SKU_0154,37,24,fulfilled,10.9,2024-09-03,1.0,False
303,FC_MAD1,SKU_0202,71,24,fulfilled,13.2,2024-09-03,1.0,False
304,FC_MAD1,SKU_0232,4,72,fulfilled,43.8,2024-09-03,1.0,False
305,FC_MAD1,SKU_0147,13,24,fulfilled,12.2,2024-09-03,1.0,False
306,FC_MAD1,SKU_0201,5,48,fulfilled,13.4,2024-09-03,1.0,False
307,FC_MAD1,SKU_0201,1,48,fulfilled,2.8,2024-09-03,1.0,False
308,FC_MAD1,SKU_0249,25,48,fulfilled,11.7,2024-09-03,1.0,False
309,FC_MAD1,SKU_0013,25,48,fulfilled,2.9,2024-09-03,1.0,False
310,FC_MAD1,SKU_0221,7,72,fulfilled,16.9,2024-09-03,1.0,False
311,FC_MAD1,SKU_0215,14,48,fulfilled,10.7,2024-09-03,1.0,False
312,FC_MAD2,SKU_0146,46,24,stockout,,2024-09-03,1.0,False
313,FC_MAD2,SKU_0046,9,72,fulfilled,22.5,2024-09-03,1.0,False
314,FC_MAD2,SKU_0018,32,48,fulfilled,23.3,2024-09-03,1.0,False
315,FC_MAD2,SKU_0035,77,24,fulfilled,19.2,2024-09-03,1.0,False
316,FC_MAD2,SKU_0032,20,24,fulfilled,13.2,2024-09-03,1.0,False
317,FC_MAD2,SKU_0121,7,48,fulfilled,25.2,2024-09-03,1.0,False
