rep_id,fc_node,ixd_node,dc_node,sku_id,event_date,push_qty_ordered,push_trigger,push_idle_days,push_stockout,push_total_cost_eur,pull_qty_ordered,pull_trigger,pull_idle_days,pull_stockout,pull_total_cost_eur,transit_hrs,cost_per_unit_eur
54,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0222,2024-09-02,53,forecast,6.2,False,42.93,45,reorder_point,2.9,False,36.45,12.0,0.81
55,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0232,2024-09-02,16,forecast,12.5,False,5.55,11,reorder_point,1.8,False,3.82,8.8,0.347
56,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0136,2024-09-02,61,forecast,8.4,False,24.52,40,reorder_point,2.2,False,16.08,8.3,0.402
57,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0129,2024-09-02,60,forecast,3.7,False,19.56,45,reorder_point,3.0,False,14.67,12.6,0.326
58,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0088,2024-09-02,85,forecast,10.2,False,61.71,45,reorder_point,2.9,False,32.67,7.0,0.726
59,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0107,2024-09-02,59,forecast,4.7,False,37.82,52,reorder_point,1.3,False,33.33,8.8,0.641
60,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0205,2024-09-02,153,forecast,4.5,False,154.38,140,reorder_point,2.8,False,141.26,9.4,1.009
61,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0198,2024-09-02,147,forecast,13.3,False,144.06,119,reorder_point,1.9,False,116.62,9.7,0.98
62,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0008,2024-09-02,80,forecast,12.7,False,79.52,46,reorder_point,1.6,False,45.72,9.6,0.994
63,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0239,2024-09-02,21,forecast,4.7,False,14.95,11,reorder_point,0.6,False,7.83,6.7,0.712
64,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0153,2024-09-02,157,forecast,10.6,False,110.68,132,reorder_point,1.7,False,93.06,6.9,0.705
65,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0183,2024-09-02,20,forecast,5.0,False,20.5,12,reorder_point,0.9,False,12.3,4.5,1.025
66,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0244,2024-09-02,66,forecast,11.2,False,71.68,50,reorder_point,0.7,False,54.3,11.1,1.086
67,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0222,2024-09-02,74,forecast,10.6,False,60.68,52,reorder_point,1.6,False,42.64,5.9,0.82
68,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0101,2024-09-02,19,forecast,11.2,False,11.8,12,reorder_point,2.7,False,7.45,6.4,0.621
69,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0117,2024-09-02,22,forecast,3.5,False,16.08,12,reorder_point,1.5,False,8.77,6.5,0.731
70,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0013,2024-09-02,57,forecast,7.8,False,22.46,50,reorder_point,1.2,False,19.7,7.7,0.394
71,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0236,2024-09-02,51,forecast,8.7,False,52.94,51,reorder_point,1.6,False,52.94,10.9,1.038
72,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0179,2024-09-02,19,forecast,7.3,False,18.92,10,reorder_point,1.6,False,9.96,10.5,0.996
73,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0226,2024-09-02,181,forecast,5.8,False,99.37,140,reorder_point,2.5,False,76.86,9.1,0.549
74,FC_PAR1,IXD_PAR,1DC_CDG,SKU_0135,2024-09-02,20,forecast,11.0,False,2.88,13,reorder_point,0.9,False,1.87,9.1,0.144
75,FC_PAR1,IXD_PAR,1DC_CDG,SKU_0044,2024-09-02,86,forecast,9.2,False,35.26,42,reorder_point,2.7,False,17.22,8.1,0.41
76,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0161,2024-09-02,151,forecast,12.9,False,90.3,108,reorder_point,2.4,True,64.58,6.7,0.598
77,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0128,2024-09-02,19,forecast,3.1,False,13.3,11,reorder_point,2.0,False,7.7,7.9,0.7
78,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0063,2024-09-02,85,forecast,6.1,False,13.18,51,reorder_point,1.0,False,7.91,8.9,0.155
79,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0090,2024-09-02,50,forecast,12.4,False,13.9,51,reorder_point,1.2,False,14.18,10.3,0.278
80,FC_BER1,IXD_BER,1DC_CDG,SKU_0170,2024-09-02,206,forecast,9.5,False,212.39,114,reorder_point,1.6,False,117.53,9.1,1.031
81,FC_BER1,IXD_BER,1DC_CDG,SKU_0024,2024-09-02,214,forecast,6.6,False,47.51,137,reorder_point,2.4,False,30.41,10.4,0.222
82,FC_BER1,IXD_BER,1DC_CDG,SKU_0221,2024-09-02,16,forecast,8.8,False,13.28,13,reorder_point,2.0,False,10.79,9.3,0.83
83,FC_BER1,IXD_BER,1DC_CDG,SKU_0162,2024-09-02,70,forecast,4.0,False,25.2,48,reorder_point,2.5,False,17.28,5.4,0.36
84,FC_BER1,IXD_BER,1DC_CDG,SKU_0148,2024-09-02,23,forecast,6.9,False,13.64,12,reorder_point,1.8,False,7.12,10.0,0.593
85,FC_BER1,IXD_BER,1DC_CDG,SKU_0047,2024-09-02,85,forecast,5.6,False,26.09,43,reorder_point,0.8,False,13.2,9.4,0.307
86,FC_MUN1,IXD_BER,1DC_AMS,SKU_0086,2024-09-02,16,forecast,11.9,False,2.69,13,reorder_point,2.2,False,2.18,5.7,0.168
87,FC_MUN1,IXD_BER,1DC_AMS,SKU_0077,2024-09-02,186,forecast,6.6,True,51.34,132,reorder_point,1.4,False,36.43,8.2,0.276
88,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0214,2024-09-03,16,forecast,10.4,False,11.63,13,reorder_point,2.1,False,9.45,8.2,0.727
89,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0229,2024-09-03,225,forecast,12.9,False,175.05,137,reorder_point,2.8,False,106.59,6.2,0.778
90,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0143,2024-09-03,18,forecast,5.3,False,19.26,13,reorder_point,2.7,False,13.91,8.2,1.07
91,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0072,2024-09-03,83,forecast,6.7,False,73.21,47,reorder_point,0.9,False,41.45,8.8,0.882
92,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0181,2024-09-03,224,forecast,10.8,False,208.1,111,reorder_point,2.7,False,103.12,9.3,0.929
93,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0078,2024-09-03,15,forecast,6.3,False,8.74,13,reorder_point,2.4,False,7.58,8.1,0.583
94,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0129,2024-09-03,55,forecast,6.7,False,47.8,52,reorder_point,1.3,False,45.19,8.6,0.869
95,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0026,2024-09-03,22,forecast,13.3,False,2.29,11,reorder_point,2.3,False,1.14,8.0,0.104
96,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0176,2024-09-03,83,forecast,12.6,False,70.22,52,reorder_point,0.8,False,43.99,6.4,0.846
97,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0006,2024-09-03,194,forecast,6.4,False,42.29,119,reorder_point,1.0,False,25.94,7.7,0.218
98,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0041,2024-09-03,161,forecast,3.2,False,67.3,126,reorder_point,1.0,False,52.67,10.3,0.418
99,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0037,2024-09-03,87,forecast,11.8,False,11.22,42,reorder_point,1.3,False,5.42,7.9,0.129
100,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0232,2024-09-03,20,forecast,4.2,True,13.86,12,reorder_point,0.9,False,8.32,8.4,0.693
101,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0092,2024-09-03,62,forecast,12.0,False,14.38,49,reorder_point,1.8,False,11.37,8.6,0.232
102,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0209,2024-09-03,81,forecast,10.7,False,46.25,44,reorder_point,2.1,False,25.12,6.5,0.571
103,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0243,2024-09-03,58,forecast,12.5,False,56.96,52,reorder_point,1.5,False,51.06,6.9,0.982
104,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0117,2024-09-03,18,forecast,3.7,False,8.08,12,reorder_point,2.6,False,5.39,5.8,0.449
105,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0148,2024-09-03,14,forecast,4.1,False,7.01,13,reorder_point,1.3,False,6.51,9.1,0.501
106,FC_PAR1,IXD_PAR,1DC_AMS,SKU_0106,2024-09-03,59,forecast,5.7,False,46.85,47,reorder_point,0.7,False,37.32,6.4,0.794
107,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0112,2024-09-03,19,forecast,6.8,False,4.07,11,reorder_point,2.2,False,2.35,7.7,0.214
108,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0153,2024-09-03,181,forecast,9.1,False,37.83,114,reorder_point,2.9,False,23.83,5.2,0.209
109,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0209,2024-09-03,73,forecast,12.0,False,62.41,49,reorder_point,0.7,False,41.89,10.0,0.855
110,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0208,2024-09-03,13,forecast,4.6,False,3.85,12,reorder_point,1.5,False,3.55,10.3,0.296
111,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0175,2024-09-03,226,forecast,6.3,False,246.34,132,reorder_point,2.8,False,143.88,7.7,1.09
112,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0150,2024-09-03,49,forecast,13.9,False,31.8,42,reorder_point,1.2,False,27.26,4.6,0.649
113,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0014,2024-09-03,49,forecast,9.2,False,35.52,41,reorder_point,1.2,True,29.72,6.3,0.725
114,FC_PAR2,IXD_PAR,1DC_AMS,SKU_0183,2024-09-03,17,forecast,7.2,False,8.24,13,reorder_point,1.7,False,6.3,9.5,0.485
115,FC_BER1,IXD_BER,1DC_CDG,SKU_0107,2024-09-03,55,forecast,14.0,False,29.54,42,reorder_point,0.7,True,22.55,8.1,0.537
116,FC_BER1,IXD_BER,1DC_CDG,SKU_0035,2024-09-03,141,forecast,10.1,False,74.17,124,reorder_point,2.5,False,65.22,6.5,0.526
117,FC_BER1,IXD_BER,1DC_CDG,SKU_0047,2024-09-03,67,forecast,7.7,False,55.68,45,reorder_point,1.1,False,37.39,10.6,0.831
118,FC_BER1,IXD_BER,1DC_CDG,SKU_0183,2024-09-03,18,forecast,7.5,False,14.49,12,reorder_point,2.9,False,9.66,8.6,0.805
119,FC_BER1,IXD_BER,1DC_CDG,SKU_0029,2024-09-03,194,forecast,13.6,False,119.7,134,reorder_point,1.8,False,82.68,8.5,0.617
120,FC_BER1,IXD_BER,1DC_CDG,SKU_0134,2024-09-03,85,forecast,4.0,False,62.39,50,reorder_point,2.9,False,36.7,7.0,0.734
121,FC_BER1,IXD_BER,1DC_CDG,SKU_0205,2024-09-03,194,forecast,9.7,False,83.81,127,reorder_point,0.5,False,54.86,10.5,0.432
122,FC_BER1,IXD_BER,1DC_CDG,SKU_0091,2024-09-03,235,forecast,11.8,False,194.34,109,reorder_point,2.8,False,90.14,7.2,0.827
123,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0122,2024-09-03,72,forecast,9.3,False,12.74,44,reorder_point,2.3,True,7.79,7.6,0.177
124,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0201,2024-09-03,60,forecast,4.5,False,16.5,52,reorder_point,0.5,False,14.3,8.6,0.275
125,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0152,2024-09-03,79,forecast,10.3,False,10.51,42,reorder_point,2.5,False,5.59,9.4,0.133
126,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0022,2024-09-03,23,forecast,9.6,False,11.11,13,reorder_point,2.4,False,6.28,10.5,0.483
127,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0170,2024-09-03,179,forecast,10.0,False,47.97,134,reorder_point,1.4,False,35.91,8.5,0.268
128,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0103,2024-09-03,68,forecast,8.2,False,33.32,52,reorder_point,1.1,False,25.48,7.6,0.49
129,FC_MUN1,IXD_PAR,1DC_MAD,SKU_0068,2024-09-03,55,forecast,12.6,True,7.75,53,reorder_point,1.6,False,7.47,11.1,0.141
130,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0164,2024-09-04,17,forecast,12.3,False,15.33,13,reorder_point,1.2,False,11.73,7.9,0.902
131,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0066,2024-09-04,76,forecast,7.3,False,60.04,50,reorder_point,2.3,False,39.5,9.1,0.79
132,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0047,2024-09-04,62,forecast,3.1,True,48.67,41,reorder_point,1.5,False,32.19,10.0,0.785
133,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0090,2024-09-04,58,forecast,6.1,False,60.9,40,reorder_point,0.7,False,42.0,6.6,1.05
134,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0164,2024-09-04,14,forecast,13.5,False,10.47,12,reorder_point,1.4,False,8.98,5.7,0.748
135,FC_BCN1,IXD_BCN,1DC_BCN,SKU_0206,2024-09-04,23,forecast,12.9,False,8.65,11,reorder_point,1.7,False,4.14,5.9,0.376
136,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0178,2024-09-04,22,forecast,11.5,False,10.63,11,reorder_point,0.7,False,5.31,5.4,0.483
137,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0086,2024-09-04,23,forecast,5.8,False,17.14,11,reorder_point,0.7,False,8.2,9.0,0.745
138,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0028,2024-09-04,147,forecast,11.5,False,29.84,131,reorder_point,2.8,False,26.59,10.2,0.203
139,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0019,2024-09-04,52,forecast,11.0,False,25.48,40,reorder_point,1.7,False,19.6,9.0,0.49
140,FC_BCN2,IXD_BCN,1DC_BCN,SKU_0039,2024-09-04,77,forecast,13.0,False,41.27,47,reorder_point,2.8,False,25.19,8.5,0.536
141,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0187,2024-09-04,81,forecast,11.6,False,83.83,40,reorder_point,2.9,False,41.4,6.2,1.035
142,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0092,2024-09-04,63,forecast,6.3,True,60.04,53,reorder_point,2.1,False,50.51,8.8,0.953
143,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0088,2024-09-04,52,forecast,8.1,False,41.39,49,reorder_point,0.9,True,39.0,7.6,0.796
144,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0230,2024-09-04,53,forecast,10.6,False,7.21,52,reorder_point,1.6,False,7.07,9.3,0.136
145,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0007,2024-09-04,20,forecast,9.5,False,10.98,11,reorder_point,1.9,False,6.04,5.2,0.549
146,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0005,2024-09-04,136,forecast,3.6,False,104.31,109,reorder_point,0.8,False,83.6,7.8,0.767
147,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0118,2024-09-04,87,forecast,12.6,False,10.35,50,reorder_point,1.1,False,5.95,8.3,0.119
148,FC_MAD1,IXD_MAD,1DC_MAD,SKU_0233,2024-09-04,23,forecast,3.5,False,9.36,11,reorder_point,0.9,False,4.48,6.4,0.407
149,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0025,2024-09-04,181,forecast,4.9,False,163.62,137,reorder_point,0.8,False,123.85,8.9,0.904
150,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0110,2024-09-04,63,forecast,12.2,False,40.7,45,reorder_point,0.8,False,29.07,7.3,0.646
151,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0083,2024-09-04,222,forecast,11.7,False,176.71,129,reorder_point,1.3,False,102.68,9.7,0.796
152,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0142,2024-09-04,56,forecast,5.7,False,26.66,42,reorder_point,2.5,False,19.99,9.9,0.476
153,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0041,2024-09-04,133,forecast,8.4,True,120.63,114,reorder_point,0.7,False,103.4,9.9,0.907
154,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0198,2024-09-04,183,forecast,4.4,False,50.33,117,reorder_point,1.6,False,32.18,7.3,0.275
155,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0178,2024-09-04,13,forecast,5.0,False,4.37,14,reorder_point,2.1,False,4.7,8.4,0.336
156,FC_MAD2,IXD_MAD,1DC_MAD,SKU_0031,2024-09-04,89,forecast,13.7,False,50.2,52,reorder_point,3.0,False,29.33,8.6,0.564
157,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0014,2024-09-04,57,forecast,11.8,False,42.46,53,reorder_point,1.7,False,39.48,8.2,0.745
158,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0073,2024-09-04,57,forecast,5.8,False,8.66,52,reorder_point,1.6,False,7.9,8.0,0.152
159,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0138,2024-09-04,56,forecast,11.6,False,16.74,42,reorder_point,2.7,False,12.56,7.2,0.299
160,FC_PAR1,IXD_PAR,1DC_BCN,SKU_0174,2024-09-04,22,forecast,5.5,False,6.6,11,reorder_point,1.1,False,3.3,7.6,0.3
161,FC_PAR2,IXD_PAR,1DC_BCN,SKU_0121,2024-09-04,73,forecast,3.6,False,21.46,43,reorder_point,2.0,False,12.64,7.1,0.294
162,FC_PAR2,IXD_PAR,1DC_BCN,SKU_0092,2024-09-04,89,forecast,5.2,False,84.73,49,reorder_point,0.6,False,46.65,9.9,0.952
163,FC_BER1,IXD_BER,1DC_AMS,SKU_0044,2024-09-04,80,forecast,5.4,False,52.24,42,reorder_point,2.5,False,27.43,10.5,0.653
164,FC_BER1,IXD_BER,1DC_AMS,SKU_0059,2024-09-04,141,forecast,12.4,False,53.44,143,reorder_point,2.0,False,54.2,7.2,0.379
165,FC_BER1,IXD_BER,1DC_AMS,SKU_0187,2024-09-04,66,forecast,12.6,False,65.87,46,reorder_point,1.1,False,45.91,12.3,0.998
166,FC_BER1,IXD_BER,1DC_AMS,SKU_0107,2024-09-04,89,forecast,3.4,False,51.53,50,reorder_point,0.6,False,28.95,7.2,0.579
167,FC_BER1,IXD_BER,1DC_AMS,SKU_0205,2024-09-04,207,forecast,4.1,False,94.81,110,reorder_point,2.4,False,50.38,7.4,0.458
168,FC_MUN1,IXD_MAD,1DC_MAD,SKU_0123,2024-09-04,204,forecast,4.8,False,115.06,128,reorder_point,2.0,False,72.19,9.2,0.564
